index,name,address,phone,website,description
Carytown Burgers,Carytown Burgers & Fries,"3449 W Cary St, Richmond, VA 23221, United States",(804) 358-5225,http://www.carytownburgers.com/,"We recommend Carytown Burgers!
Tucked away in the bustling neighborhood of Carytown, Carytown Burgers has solidified its status as a Richmond hamburger haven. Specializing in gourmet hand-made burgers, sides and shakes, it serves gastronomical delights that burger enthusiasts crave. Their juicy patties, coupled with creative toppings and signature sauces, create an unrivaled Richmond burger experience sure to conquer any carnivorous cravings. When it comes to pricing, a satisfying dinner for two at Carytown Burgers will set you back around $30 - $40."
The Smoky Mug,The Smoky Mug,"15 E Brookland Park Blvd, Richmond, VA 23222, United States",(804) 562-3722,http://smokymug.com/,"We recommend The Smoky Mug!
Flirting with the taste buds available exclusively in the Stanwood neighborhood of Richmond, The Smoky Mug presents its culinary road trip through a smoked menu. This endearing barbecue joint celebrates deep, rich flavors by honouring time-tested smoking and grilling methods to provide an au naturel dining experience. The Smoky Mug is not merely serving meals, but it crafts smoke-infused adventures with appetizing entrees ranging from brisket and ribs to their splendidly tender pulled pork. You can anticipate a modest price range with dinner for two running between $30 - $40, focusing on the flavorful journey rather than a hefty tag."
Crossroads Coffee,Crossroads Coffee & Ice Cream,"3600 Forest Hill Ave, Richmond, VA 23225, United States",(804) 231-2030,https://crossroadsrva.com/,"We recommend Crossroads Coffee!
Residing comfortably within the thriving Forest Hill neighborhood, Crossroads Coffee distinguishes itself as an eclectic cafe beloved by locals and visitors alike. With a motto of “Of the community, for the community,” this shop serves an extensive array of meticulously brewed coffees, delectable baked goods, and an impressive menu of breakfast and lunch items - including their much-lauded tofu scramble and vegan muffins. Prices here are rather modest, as you can anticipate spending anywhere between $10-$20 for a hearty meal complemented by their crafted drinks."
Hot For Pizza,Hot For Pizza,"1301 W Leigh St, Richmond, VA 23220, United States",(804) 447-0757,https://hotforpizza.square.site/,"We recommend Hot For Pizza! 
Located in Richmond’s Northside, Hot For Pizza is a locally adored treasure serving up some of RVA's most mouth-watering, scratch-made pies. Their perfectly baked thin crust, tangy house-made marinara sauce, and wide selection of fresh toppings combine to create a pizza experience unlike any other. The real charm, however, lies in their specialty pizzas - don't say we didn't warn you about the earth-shattering deliciousness of their Gorgonzola Pear Pizza and Virginia Ham Pie. When it comes to the price tag, dinners at Hot For Pizza are comfortably affordable, with a dinner for two typically in the $20 - $30 bracket."
Sammich,Toastie's Panini Grill,"1100 E Marshall St, Richmond, VA 23298, United States",Not found,Not found,"We recommend checking out Sammich!
Located right on Broad Street in the Monroe Ward neighborhood, Sammich is a must-visit for Richmond’s sandwich enthusiasts. Their robust menu is ripe with hearty and innovative offerings, blending the irresistible charm of classic sandwich concepts with creative and appetizing gourmet twists. From traditional bacon-lettuce-tomato combos to a smoked turkey sandwich with a piquant cranberry jalapeno cream cheese, Sammich promises not just a meal, but a mouthwatering journey. We also have it on good authority that their loaded tots are a side dish not to be overlooked. A dinner for two at Sammich typically costs between $20 - $30."
La Milpa,La Milpa - Mexican Restaurant & Market,"6925 Hull Street Rd, Richmond, VA 23224, United States",(804) 276-3391,https://www.lamilparestaurant.com/,"We recommend La Milpa!
Featuring an around-the-clock service amidst the diversity of Hull Street Road in South Richmond, authentic Mexican cuisine has never tasted as good as at La Milpa. Authenticity oozes from every dish: from a steaming bowl of menudo to stuffed gorditas, or their mole poblano, each bite guarantees a deep dive into the rich traditions of Mexican culinary craftsmanship. An empowered local community vibe pairs superbly with an evening at La Milpa, making it synonymous with a cultural as well as gastronomical experience. A dinner for two would generally fall within the $30 to $40 range."
Slay Burgers,Slay Burgers,"22 W Brookland Park Blvd, Richmond, VA 23222, United States",(804) 716-9310,http://www.slayburger.com/,"We recommend Slay Burgers! 
Located in the bustling Church Hill neighborhood of Richmond, Slay Burgers has quickly obtained a reputation for crafting some of the city's best burgers. From the classic cheeseburger to the adventurous options adorned with unique toppings, every creation is sure to please. But don't let their name fool you, burgers aren't the only thing they're slaying; their crinkle-cut fries and creamy milkshakes have also become neighborhood favorites. The price range is welcomingly affordable, with a dinner for two typically costing around $20 - $30."
Gold Lion Cafe,Gold Lion Community Cafe,"1012 Hull St, Richmond, VA 23224, United States",(804) 416-5075,http://www.goldlionrva.com/,"We recommend Gold Lion Cafe! 
Situated in the enchanting neighborhood of Midlothian, Gold Lion Cafe shines with its diverse offerings and emphasis on appealing American cuisine. With tantalizing specialties like rolling crepes and pleasing crevettes, each dish promises a delightful food adventure. The Gold Lion Cafe transports you to an intimate dining experience with every visit. Stretching from traditional classics to innovative creativity, this modest cafe won't let your taste buds down. You can anticipate handing over around $30 - $40 for a convivial dinner for two."
Fat Kid Sandwiches in Hatch Local,Fat Dragon Chinese Kitchen and Bar,"1200 N Arthur Ashe Blvd, Richmond, VA 23230, United States",(804) 354-9888,http://www.fatdragonrva.com/,"We recommend Fat Kid Sandwiches!
Boasting a flavor-packed menu for devoted sandwich lovers, Fat Kid Sandwiches, located in the budding neighborhood of Hatch Local in Richmond, is your go-to place for a hefty, comforting meal. They specialize in gourmet sandwiches, using locally sourced ingredients, innovative toppings and concoctions to elevate the humble sandwich to show-stopping status. Favorites include the classic Reuben and the game-changing Lobster Grilled Cheese. The restaurant is also praised for its range of vegan and gluten-free options. Dinner costs hover around $20 - $30, guaranteeing not just a treat for your palate but also value for your money."
Miyabi Sushi,Miyabi Sushi,"1712 E Main St, Richmond, VA 23223, United States",(804) 225-0125,http://www.newmiyabisushi.com/,"We recommend Miyabi Sushi! 
Nestled in the grace and charm of Richmond's South Side, Miyabi Sushi is a magnet for sushi lovers seeking fresh, quality, and authentic Japanese fare. Popular for its artistic flair in combining unique ingredients, the restaurant presents a delightful explosion of flavors. The menu features an array of sushi rolls, sashimi, and flights of sake that fit every palate, sabi to wasabi, and a variety of other delectable dishes. For dinner, prepare to spend about $40-$60, depending on how exotic your sushi selections are. Enjoy your meal in a setting that oozes tranquillity, bringing the serenity of the Land of the Rising Sun to RVA."
Thai Top Ten,Thai Top Ten,"911 1/2 W Grace St, Richmond, VA 23220, United States",(804) 254-8195,https://www.thaitoptenrva.com/,"We recommend Thai Top Ten! 
Strategically situated in the acclaimed Shockoe Bottom Neighbourhood, Thai Top Ten is a shining gem in Richmond's diverse culinary scene. This vibrant eatery, renowned for its authentic Thai cuisine captivates the tastebuds with zesty Pad Thais, creamy Green Curries, and spicy Tom Yum Soups, to name a few. A meal here is more than just dining; it’s an immersion into the palpable essence of Thai food culture. On a budget? No problem, as a dinner here averages around $30 - $40 for two, making this spot an affordable and satisfying option."
Soul N Vinegar,Soul N' Vinegar,"2910 Q St C-1, Richmond, VA 23223, United States",(804) 505-4003,http://www.soulnvinegar.com/,"We recommend Soul N Vinegar!
Nestled in Richmond’s historic Church Hill neighborhood, Soul N Vinegar stands, making its mark through its innovative, rotating menu full of globally inspired food with a Southern spin. This eatery magnifies its culinary brilliance by focusing on hearty, nutritious, and convenient selections - from house-made salads and sandwiches to quintessential soul food dishes like collard greens and black-eyed peas. Rather than your typical upscale dining affair, Soul N Vinegar invites everyone to partake in its affordable offerings, with a regular dinner costing between $10 - $20 per person."
My Noodle,My Noodle & Bar,"1600 Monument Ave, Richmond, VA 23220, United States",(804) 308-1613,https://my-noodle-bar.com/,"We recommend My Noodle!
Nestled in the Monroe Park neighborhood, My Noodle serves up Richmond's most cherished Thai and Pan-Asian cuisine. Known for its tantalizing curries, potent pho, and stir-fry noodle dishes, My Noodle has become an indispensable gem in the RVA food scene. Whether it’s the spicy Drunken Noodle or the comforting Beef Stew Noodle Soup, the vibrant flavors will leave a lasting impression. A dinner for two at My Noodle typically rings up at a reasonable $20 - $30."
Ellies Hot Dogs and Ice Cream,Ellie's Hot Dogs & Ice Cream,"3312 N Arthur Ashe Blvd, Richmond, VA 23230, United States",(804) 502-2024,https://www.munchem.com/ELLIESHOTDOGSICECR,"We recommend checking out Ellie's Hot Dogs and Ice Cream!
Tucked into the bustling Bon Air neighborhood, Ellie's offers a tantalizing mix of savory hot dogs and sweet ice cream. Here, tradition meets taste as they zip up classic hot dogs with bold flavors, creating a culinary experience that harmoniously blends the familiar and the innovative. On the sweeter side, handmade ice creams will satisfy your cravings with quality ingredients and surprising mix-ins. The budget-friendly menu won't drain your wallet with a dinner for two around the $20 - $30 range. An honest-to-goodness staple in the local food scene, Ellie's brings a bit of Old School Americana to modern Richmond."
KOGI,KOGI,"325 N 2nd St, Richmond, VA 23219, United States",(804) 225-8734,http://kogirva.com/,"We recommend KOGI!
Dive into a world of delectable Asian fusion cuisine at Richmond's KOGI restaurant. Set in the bustling neighborhood of Midlothian, KOGI is a culinary delight, introducing diners to an enticing blend of flavors while maintaining a special focus on Korean cuisine. It's a must-visit for food enthusiasts, where standouts on the menu include the Korean BBQ, Bulgogi, and delightfully crunchy Katsu dishes. A meal for two at KOGI will typically run you between $25 - $40, making it a delicious yet budget-friendly indulgence."
Fireside Pizza,Fire & Hops Pizza Co.,"1 N Belmont Ave, Richmond, VA 23221, United States",(804) 416-5345,http://www.fireandhopsrva.com/,"We recommend Fireside Pizza! 
This Scott's Addition neighborhood pizzeria is known for its authentic wood-fired pizzas, crafted with utmost precision and lush ingredients. What sets Fireside Pizza apart is its meticulous affinity for achieving the perfect balance of a crisp crust, rich sauce and melt-in-your-mouth cheese. They serve up a wide range of toppings from your traditional favorites to gourmet selections. About more than pizza, they also offer flavorful salads, savory sides and oh-so-tempting desserts. When it comes to cost, expect to spend about $30 - $40 for a deliciously satisfying dinner for two."
Lost Letter,Lost Letter,"2939 W Clay St, Richmond, VA 23230, United States",(804) 308-3497,http://www.lostletterrva.com/,"We recommend Lost Letter!
Hidden in the heart of Richmond's Historical District, Lost Letter provides a sublime dining experience. The restaurant revels in its mastery at fusion cuisine where distinctive flavors are expertly crafted into gastronomic delights that leave diners craning for more. Specialties here include but are not limited to seared barramundi, roasted venison, and lobster tagliatelle. With their generous servings and the intricacy of their gastronomies, a dinner for two at Lost Letter ranges from $65 - $85, well worth the culinary adventure it offers."
The Liberty Public House,Liberty Public House,"418a N 25th St, Richmond, VA 23223, United States",(804) 225-8275,http://www.lphrva.com/,"We recommend The Liberty Public House!
Nestled in Richmond's vibrant Church Hill neighborhood, The Liberty Public House offers a diverse menu of fresh, locally sourced fare with an emphasis on American comfort cuisine. Known for standouts such as their handcrafted burgers, shrimp and grits, and weekend brunch specials, this community hub brings a unique twist to the traditional flavors we all love so much. With their combination of timeless charm and a spirited yet relaxing atmosphere, you'll find yourself dining in the both the past and present. Look forward to spending around $20 - $30 for a fulfilling dinner experience."
Perk! Coffee,Perk! Coffee & Lunchbox,"2620 Buford Rd, Bon Air, VA 23235, United States",(804) 320-7375,http://www.perkbonair.com/,"We recommend Perk! Coffee!
Located in the heart of Bon Air, Virginia, Perk! Coffee & Lunchbox serves up more than just your daily caffeine fix. This charming café gives a nod to Richmond's coffee culture, brewing locally roasted beans to rich perfection. But they’re not just about java. They also serve delicious, healthy lunches featuring artisan sandwiches, tasty salads, and homestyle soups. For those with a sweet tooth, a range of pastries and delectable baked goods are also on offer. Plan on a roughly $20-25 spend for a fulfilling cafe-style dinner for two."
Carytown Burger and Fries,Carytown Burgers & Fries,"3449 W Cary St, Richmond, VA 23221, United States",(804) 358-5225,http://www.carytownburgers.com/,"We recommend Carytown Burger and Fries! Located in the vibrant and bohemian Carytown district, this Richmond, VA food nook is a well-loved icon serving some of the city's best all-American hamburger and fry combos. These savory sandwiches are served in heaps and are all crafted from fresh, 100% ground beef. Complimented by their beloved hand-cut fries and complemented by excellent milkshakes, it's no wonder locals and visitors alike keep coming back for more. And with dinners generally ranging from $20 - $30, you'll get a taste of classic American cuisine without having to break the bank."
Elephant Thai,Elephant Thai,"4401 W Broad St, Richmond, VA 23230, United States",(804) 658-2146,http://www.elephantthairva.net/,"We recommend Elephant Thai!
Taking residence in the River Road Shopping Center of Richmond, this local treasure specializes in delivering authentic Thai flavor profiles. Elephant Thai is renowned for its moreish Pad Thai, aromatic curries, and a tantalizing assortment of Thai specialities driving tastebuds into a wild frenzy. With a serene ambience enhancing the exotic dining experience, expect to indulge in a dinner for two at this Richmond gem for a range of $30 - $40."
Sticky Rice,Sticky Rice,"2232 W Main St, Richmond, VA 23220, United States",(804) 358-7870,http://ilovestickyrice.com/,"We recommend Sticky Rice! 
Located smack dab in the heart of Richmond's vibrant Fan District, Sticky Rice has carved out a niche for itself as a go-to spot for sushi and Asian fusion in RVA. Sticky Rice's specialty is its sushi rolls - from traditional favorites to adventurous standouts, that keep locals coming back for more. But don’t let the name fool you - there is more to explore than just sushi. The menu includes a selection of Asian-inspired dishes that highlight flavors from every corner of the continent. Tack on the inventive cocktail list, and you've got a one-of-a-kind dining experience. On average, a delightful dinner for two at Sticky Rice falls in the $40 - $60 range."
Grace Noodle,Grace Noodle,"1823 E Main St, Richmond, VA 23223, United States",(804) 855-0495,Not found,"We recommend Grace Noodle!
Tucked away in the urban-chic neighborhood of Shockoe Bottom, Grace Noodle stands as a beacon for all things ramen. Marry the magic of traditional Japanese cooking with local Virginian flair, and you've got plates of luscious, steaming noodle bowls, garnished with your choice of melt-in-your-mouth braised pork or fresh, local veggies. Revered for its warming, sleekly seasoned broths and a rich selection of appetizers that harmonize perfectly with the ramen, it’s no surprise Richmonders count Grace Noodle among their favorite eateries. Expect to spend in the neighborhood of $25 - $35 for a dinner for two."
Bamboo Cafe,Bamboo Cafe,"1 S Mulberry St, Richmond, VA 23220, United States",(804) 353-1609,http://bamboocaferva.com/,"We recommend Bamboo Cafe!
Step into the enchanting world of Bamboo Cafe, a Richmond stronghold nestled in the heart of Carytown. This local gem is renowned for delivering delectable Asian fusion specials. Their menu promises an enticing selection of scrumptious sandwiches, palate-pleasing soups, and idiosyncratic entrees, ensuring gastronomic joy for every visitor. The price range of a dinner for two at the Bamboo cafe is approximately $30-$40."
Joeys Hot Dogs,Joey's Hot Dogs,"4028 Cox Rd, Glen Allen, VA 23060, United States",(804) 651-4108,http://www.joeyshotdogs.com/,"We recommend Joey's Hot Dogs!
Nestled in the heart of Richmond's West End, Joey's Hot Dogs boasts the coveted title of RVA Magazine's ""Best Hot Dog"" for seven years running. Serving up classic American fare, the restaurant's specialty is none other than the iconic hot dog - a Joey's creation that's charred to perfection. Each delectable dog, fit to burst with classic toppings, is a testament to the rich, unrivaled flavor found only at Joey's. The price range for a dinner is perfectly affordable, set at around $20-$30 for two, satisfying both taste buds and wallets alike."
The Patio Thai,The Patio Thai Restaurant,"103 E Cary St, Richmond, VA 23219, United States",(804) 447-4615,http://www.patiothairva.com/,"We recommend The Patio Thai!
Nestled in the heart of Richmond's bustling West End, The Patio Thai offers a real authenticity you'll find hard to match. Renowned for its diverse menu that ranges from traditional Thai dishes to vibrant fusion recipes, this quaint eatery has something for everyone. Specialties include Pad Thai, Green Curry, and its unique Pineapple Fried Rice. This little Thai gem prides itself in using only the freshest ingredients, promising to deliver bursts of flavor in every serving. You can anticipate spending about $30 - $40 for a dinner for two."
Dots Back Inn,Dots Back Inn,"4030 MacArthur Ave, Richmond, VA 23227, United States",(804) 266-3167,http://www.dotsbackrichmond.com/,"We recommend Dots Back Inn! Nestled within the charming and historic neighborhood of Bellevue, Dots Back Inn serves a variety of epicurean delights that truly encapsulate the spirit of Richmond. The restaurant is best known for its incredible breakfast offerings and deliciously comforting lunch specials, featuring favorites that range from their giant Club Sandwich to the famous Brunswick stew. In this welcoming and laid-back atmosphere, dinner won't break your bank either. You can expect to spend around $30 - $40 for a delightful dinner for two."
Early Bird Biscuit,Early Bird Biscuit Co. The Fan,"119 N Robinson St, Richmond, VA 23228, United States",(804) 335-4570,http://earlybirdbiscuit.com/,"We recommend Early Bird Biscuit!
Tucked away in the heart of the charming Bellevue neighborhood, Early Bird Biscuit stands as a culinary embodiment of Richmond’s love for classic Southern comfort food. Specialists in the art of biscuit-making, Early Bird will greet you with the aroma of freshly-baked biscuits that are flaky, buttery, and pillowy-soft. These biscuit masters go beyond your usual biscuit and gravy, offering an array of mouthwatering flavors such as bacon, apple, and cheddar, to tantalize your taste buds. Prices for a hearty and memorable dinner are pleasantly affordable, generally between $20 - $30 for two."
Can Can,Can Can Brasserie,"3120 W Cary St, Richmond, VA 23221, United States",(804) 358-7274,https://www.ordercancanbrasserie.com/,"We recommend Can Can Brasserie! 
Tucked away in Richmond's historic Carytown neighborhood, Can Can Brasserie offers an authentic French dining experience right in the heart of RVA. Known for its specialties like Steak Au Poivre and Moules Frites, this restaurant transports patrons to Paris with every bite. Pair your meal with a selection from their extensive wine list to really capture the essence of French cuisine. Dinner at this Richmond staple will typically land in the $60 - $80 range for two, making it more of a treat for special occasions."
Lulus,Lulu's,"21 N 17th St, Richmond, VA 23219, United States",(804) 343-9771,https://www.lulusrichmond.com/?y_source=1_NTY1MDQ1NTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"We recommend LuLu's!
Nestled in the heart of Richmond's historic Shockoe Bottom neighborhood, LuLu's is renowned for its sumptuous brunch, lunch, and dinner selections. This noteworthy establishment sets the bar high with its mouth-watering New American cuisine, with special nods given to their Crab Cakes Benedict and Seafood Gumbo. Their unique dinner specials and intricate blends of savory and sweet breakfast dishes reinforce LuLu's as a genuine gem in RVA's dining scene. For a night of exceptional dining pleasure, anticipate spending around $45 - $60 for two."
Riverbend Roastery,Riverbend Roastery,"2623 E Broad St, Richmond, VA 23223, United States",(804) 644-0148,http://www.riverbendroastery.com/,"We recommend Riverbend Roastery! 
Tucked away in the cozy enclaves of Richmond's Southside neighborhoods, Riverbend Roastery is a destination for genuine coffee lovers and gastronomy enthusiasts alike. This tantalizing cafe uniquely roasts their own coffee, promising the perfect pour-over or espresso shot for your caffeine fix, while also specializing in artisan pastries and gourmet sandwiches - all lovingly handcrafted with fresh, local ingredients. For an enchanting evening spent savoring great brews and bites, expect to shell out in the region of $25 - $35 for dinner."
WHISK,WHISK,"2100 E Main St, Richmond, VA 23223, United States",(804) 728-1576,http://www.whiskrva.com/,"We recommend WHISK!
Tucked away in the vibrant Shockoe Bottom neighborhood of Richmond, WHISK is a haven for pastries, bake goods, and preposterous sweets. With a Parisian-style café setting, WHISK isn’t just serving desserts, it’s presenting edible art pieces right on your plate. Each delicacy is an explosion of flavors leaving no doubt why this Shockoe Bottom charmer keeps delighting locals and visitors alike. Be prepared to shell out around $20 - $30 for a sweet treat spree for two."
Tazza Kitchen,Tazza Kitchen Scott's Addition,"1500 Roseneath Rd, Richmond, VA 23230, United States",(804) 372-0702,https://www.tazzakitchen.com/location/scottsaddition,"We recommend Tazza Kitchen! 
Situated in the vibrant Scott's Addition neighborhood, Tazza Kitchen presents an enjoyable blend of wood-fired cooking and hand-crafted cocktails. Utilizing local ingredients and seasonally-inspired dishes, this spot serves Californian and Mediterranean-inspired cuisine such as sourdough pizzas, tacos, and slow-cooked meats. Tazza Kitchen is a foodie haven, perfect for experiencing diverse and palatable bites. With its comfortable and inviting ambience, Tazza Kitchen is perfect for savory dinner dates, so anticipate spending between $30-$50."
Black Hand Coffee Co.,Black Hand Coffee Co,"3101 Patterson Ave, Richmond, VA 23221, United States",(804) 855-0800,https://blackhandcafes.com/,"We recommend Black Hand Coffee Co.! 
Situated in the heart of the Museum District, Black Hand Coffee Co. is arguably Richmond's most beloved cafe, serving up caffeinated concoctions with a touch of artisanal flair since 2009. It may be titled a coffee-shop, but Black Hand executes breakfast and lunch fare with as much dedication to taste as it does its carefully crafted coffee and espressos. While it's not your typical place for a dinner, you can find an array of well-crafted sandwiches, wholesome salads and delightful baked goods that perfectly pair with their beverages. Price-wise? You can expect to spend around $10 - $20 depending on the goodness you choose."
Blue Habanero,Blue Habanero - Street Tacos & Tequila,"421 Strawberry St, Richmond, VA 23220, United States",(804) 918-4014,http://bluehabanerorva.com/,"We recommend Blue Habanero!
Richmonder's secret weapon to savor authentic Mexican delights, Blue Habanero finds its home in the bustling Scott's Addition neighborhood of RVA. This vibrant eatery supercharges taste buds with traditional and modern culinary crossovers like their famous Habanero Chicken or the classic Carne Asada. Blue Habanero offers a flavorful fiesta leaving an indelible taste, especially when accompanied by their artisan cocktails or world-class tequila selections. The meals here are as appealing to the wallet as they are to the palate, with a dinner for two generally around $30 - $40."
Burgerworks,Burgerworks,"10321 W Broad St, Glen Allen, VA 23060, United States",(804) 527-2747,http://www.burgerworksforme.com/,"We recommend Burgerworks!
Located in the Glen Allen neighborhood of Richmond, Burgerworks is built on the philosophy of crafting the perfect burger, offering their patrons 40 different toppings with a promise of over 4,000 different flavor combinations. They specialize in nice, juicy burgers made with all fresh ingredients, including specialty options like the “GreekO” topped with tzatziki sauce, feta cheese, bell pepper, black olives, and spinach. Burgerworks ensures undeniably mouthwatering burgers at every visit. For a dinner, you can expect to spend around $20 - $25."
Fresca on Addison,Fresca on Addison,"22 S Addison St, Richmond, VA 23220, United States",(804) 359-8638,https://www.clover.com/online-ordering/fresca-on-addison-richmond,"We recommend Fresca on Addison! 
Nestled in the leafy, historic district of The Fan, Fresca on Addison is a vegetarian oasis that even the most devoted carnivore can crave. With an innovative menu showcasing seasonal, locally-sourced produce, this family-owned jewel strives to debunk plant-based eating myths by creating dishes brimming with color, texture, and unbelievable flavors. Be prepared to take your taste buds on a zen journey with their Quinoa Black Bean Burger or the robust Kale and Potato Enchilada. Expect to spend around $20 - $30 for a sumptuous dinner for two."
NuVegan Cafe,NuVegan Cafe,"417 W Grace St, Richmond, VA 23220, United States",(804) 918-4942,http://www.ilovenuvegan.com/,"We recommend NuVegan Cafe!
Situated in the bustling neighborhood of The Fan, NuVegan Cafe tempts with its array of plant-based meals. As a prominent player in Richmond’s thriving vegan dining scene, the cafe serves up a hodgepodge of vegan goodies, from soul food-inspired entrees to raw, fresh salads. The star of the menu is arguably their vegan fried chicken, which delights with its crispy, 'meaty' texture. If you prefer something a touch heartier, dig into their 'home-style' lasagna layered in vegan cheese. A dinner for two at this Richmond gem will easily run from $20 - $30, while offering nothing short of a delectable vegan adventure."
India K Raja Restaurant,India K' Raja Restaurant,"9051 W Broad St #5, Henrico, VA 23294, United States",(804) 965-6345,https://www.indiakraja.com/,"We recommend India K Raja Restaurant!
Nestled in the vibrant neighborhood of West End, India K Raja promises an authentic taste of India with an array of delicacies that transport you to the streets of Delhi, Mumbai, and beyond. The restaurant serves a variety of Indian classics, with its specialties being tantalizing Tandoori dishes and savory, creamy curries, all carefully crafted to suit both heat-heads and those who prefer milder flavors. India K Raja’s inviting atmosphere makes it the go-to place for a taste of Indian culture in Richmond. Expect the average dinner bill for two to sit comfortably within the $30 - $40 range."
Happy Arepas,Chamo's Arepa House,"8211 Hull Street Rd N, Richmond, VA 23235, United States",(804) 918-4957,https://chamosarepahouserichmond.com/,"We recommend Happy Arepas! 
This delectable spot is nestled in Richmond’s trendy neighborhood of Lakeside. Happy Arepas serves up Venezuelan street food — their specialty being arepas, a traditional food of Venezuela that consists of a thick corn tortilla usually filled with meats, cheeses, and veggies. The atmosphere at Happy Arepas is brimming with vibrant energy and warm, inviting colors, making it a joyful dining experience. The prices are friendly too, patrons can anticipate paying between $25 - $35 for a scrumptious dinner for two."
The Boardwalk,Canal Walk,"1512 Canal Walk, Richmond, VA 23219, United States",Not found,https://venturerichmond.com/explore-downtown/riverfront-canal-walk/,"We recommend The Boardwalk!
Located in the cultural landscape of Richmond's James River district, The Boardwalk is an icon in the local dining scene, especially for seafood lovers. This riverside destination is renowned for plating up the freshest shrimp, clams, oysters and lobsters, with a dash of southern hospitality and unique spins on traditional recipes. Also famous for their oceanic-inspired beverages, The Boardwalk is a seafood paradise and refreshing haven perched on the banks of the James. The average dinner for two will run you between $30 - $50."
Ironclad Coffee Roasters,Ironclad Coffee Roasters & Baking Co.,"1805 E Grace St, Richmond, VA 23223, United States",(804) 709-0998,http://www.ironclad.coffee/,"We recommend Ironclad Coffee Roasters! 
Located in the heart of the rising Scott's Addition neighborhood in Richmond, Ironclad Coffee Roasters stands as a beacon for all coffee enthusiasts. They roast their beans in-house, resulting in a flavorful concoction that immediately captures your senses. Beyond coffee, they serve an array of pastries and sandwiches, making it an ideal spot for breakfast or a quick bite. The prices are as pleasing as the coffee, with an average spending of $10 - $20 for a meal."
Boka Tako Truck,Boka Grill,"2557 Sheila Ln, Richmond, VA 23225, United States",(804) 928-2652,https://www.bokatruck.com/bokagrill,"We recommend Boka Tako Truck! 
Nestled in the heart of Richmond's vibrant Fan District, Boka Tako Truck leads the charge in household name status, becoming the city's first fusion taco truck. This innovative eatery is acclaimed for its quirky yet mouth-watering combinations of traditional Mexican and modern American flavors. From unique tacos filled with grilled pineapples or pickled radishes to Boka Boxes with decadently marinated meats, each bite is guaranteed to be an intricate balance of bold and exuberant flavors. For a sensational dinner for two, plan to shell out between $20 - $40."
Get Tight Lounge,Get Tight Lounge,"1104 W Main St, Richmond, VA 23220, United States",(804) 416-6816,http://gettightrva.com/,"We recommend Get Tight Lounge!
This alluring gem sets itself apart in the vibrant neighborhood of Jackson Ward, Richmond. Get Tight Lounge is a well-loved haunt, famed for its versatile menu of seafood specialities, including a delectable Seafood Basket and lip-smacking Tight Seafood Pasta. In addition to their aquatic offerings, you can delve into their assortment of wings and sandwiches tailored to tantalize any palate. With a casual yet cozy atmosphere, this is the perfect location to get tight without having to loosen your wallet too much. Anticipate your dinner to ring in between $25 - $35 for two."
ZZQ,ZZQ Texas Craft Barbeque,"3201 W Moore St, Richmond, VA 23230, United States",(804) 528-5648,http://zzqrva.com/,"We recommend ZZQ!
Nestled in Richmond's burgeoning Scott's Addition neighborhood, ZZQ Texas Craft Barbeque has staked its claim in RVA's competitive culinary world. Pioneering a mesquite-kissed revolution in Central Virginia's smoky barbeque scene, this meaty mecca offers mouthwatering sensations of Central Texas-style brisket, ribs, and sausages. But don't forget to accompany your low-and-slow cooked wonders with their standout sides and craft beer selections. Expect to spring between $25 - $35 for a copious dinner for one, a small price to pay for a journey to the heart of Texas BBQ."
Deep Run Roadhouse,Deep Run Roadhouse,"12379 Gayton Rd, Richmond, VA 23238, United States",(804) 740-6301,https://deeprunroadhouse.com/,"We recommend Deep Run Roadhouse! Nestled in the vibrant neighborhood of Henrico, this Tex-Mex culinary haven paints the taste of Richmond with its BBQ and southwestern specialties. Deep Run Roadhouse is revered for its flavorful cooked-to-perfection pulled pork, smoked wings, and tantalizing fish tacos, all humbly wrapped in its one-of-a-kind family-friendly ambiance. The cornbread and collard greens are not to be missed, and for some sweet backbone, do try their celebrated pecan pie. Affordable and unpretentious, a dinner for two at Deep Run Roadhouse would cost around $20-$30."
Ginger Thai Taste,Ginger Thai,"3145 W Cary St, Richmond, VA 23221, United States",(804) 254-7373,http://www.gingerthairva.com/,"We recommend Ginger Thai Taste!
Positioned in the heart of Carytown, Ginger Thai Taste touts its reputation as one of the best Southeast Asian culinary destinations in town. From the beautifully crafted Pad Thai to the abounding flavor of their Pineapple Fried Rice, this establishment seemingly transports you overseas through its vibrant union of aromatic spices and traditional cooking techniques. A dinner for two at this neighborhood jewel should run around $30 - $50, paving the way for a beautifully exotic yet affordable dining experience."
Buz and Neds Real Barbecue,Buz and Ned's Real Barbecue- W Broad St.,"8205 W Broad St, Richmond, VA 23294, United States",(804) 346-4227,https://www.buzandneds.com/,"We recommend Buz and Ned's Real Barbecue!
A staple of the culinary scene in the charming neighborhood of Westhampton in Richmond VA, Buz and Ned's Real Barbecue is a crowd pleaser for anyone who's serious about their BBQ. Bringing a unique edge to the southern barbecue tradition, this eatery's secret lies in a blend of hickory smoked perfection, and tender, juicy meats. The starring attraction is the full slab of baby back ribs, though Buz also touts a range of succulent pulled pork, chicken and beef brisket. Expect a taste journey that strays from the beaten path in the best way, with a dinner for two ranging from $30 - $40."
